fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.49299727269690913,1.042891045032164,-1.3648341167137947,-0.6331584941733099,-0.1289268014528462,-0.4303487235976264,-0.25297063024327276,0.8961206924703167,1.4578292551385539,-0.5900550851191754,-1.0037597059622883
-0.1928379103983767,2.1096974434917715,-1.3648341167137947,1.0252354041349514,1.4657504581253726,1.2477800013006106,1.1556896135917527,0.22472367060900958,-1.0465596483140172,0.5638595208519547,-0.5876861655504652
-0.1928379103983767,1.3984931778520335,-1.1365086751140123,0.3144951620028389,1.0308384782404034,0.049116626373298465,0.6007628508688639,0.3590030749812561,-0.5618392153877158,0.2753808693591719,-0.5876861655504652
2.358516669139152,-1.4463238847069193,1.8317220656831568,-0.6331584941733099,-0.2014121314336744,0.2888493013587609,0.8568828952025049,1.030400096842563,-1.3697066035982206,-0.3977359841239879,-0.5876861655504652
-0.49299727269690913,0.805822956485585,-1.3648341167137947,-0.8700719082173469,-0.2014121314336744,-0.19061604861216397,0.003149414090368212,0.8961206924703167,1.4578292551385539,-0.5900550851191754,-1.0037597059622883
-0.11779806982374308,0.4502208236657156,-1.0223459543141213,-1.3438987363054213,-0.6363241113186424,0.049116626373298465,0.814196221146898,-0.04383513813555798,-0.2386922601035123,-1.5516505900951174,-1.0037597059622883
-0.5680371132715427,0.7465559343489402,-1.3648341167137947,-2.2915523924815706,-0.9262654312419552,0.049116626373298465,-0.8078973929661616,-1.2523497774858512,0.48838838928594713,-1.4554910395975236,-0.3796493953445545
-0.1928379103983767,0.3316867793924258,-1.2506713959139035,-0.3962450801292725,-0.34638279139533074,-0.6700813985830888,-0.9359574151329821,0.22472367060900958,0.2460281728227928,-0.4938955346215822,-0.8997413208593329
-1.0182761567193417,0.3316867793924258,-0.9081832335142304,-0.8700719082173469,1.3932651281445443,0.049116626373298465,1.0703162654805392,-0.37953364906617426,-0.400265737745614,-0.7823741861143639,-1.2117964761682005
-1.8437144030403074,0.539121356870683,-1.3648341167137947,-1.3438987363054213,0.813382488297919,0.16898296386602968,0.814196221146898,-1.4537688840442955,2.0233364268859115,-0.9746932871095524,-0.4836677804475098
0.33244097362405595,-1.4463238847069193,1.8317220656831568,-0.8700719082173469,1.0308384782404034,2.4464433762279225,2.692409879593599,0.29186337279513286,-0.2386922601035123,1.2369763743351134,0.14044253017022387
0.632600335922589,-1.8019260175267888,1.3750711824835917,-0.8700719082173469,-0.05644147147201805,1.7272453512715356,0.8568828952025049,0.22472367060900958,0.48838838928594713,-0.8785337366119581,-1.0037597059622883
-0.34291759154764323,-0.7943866412038261,0.4046880556845175,0.3144951620028389,0.3059851784321228,1.0080473263151482,1.32643630981418,1.1646795012148097,1.5386159939596065,0.2753808693591719,-0.6917045506534223
0.33244097362405595,-0.2017164198373777,-0.7369391523143936,0.3144951620028389,0.4509558383937792,-0.6700813985830888,1.1556896135917527,0.22472367060900958,-1.2889198647771716,-0.8785337366119581,-1.0037597059622883
-0.8681964755700752,-0.7351196190671812,-0.5656950711145569,0.5514085760468764,0.5234411683746073,0.7683146513296858,0.003149414090368212,0.22472367060900958,0.8115353445701505,0.08306176836398335,-0.6917045506534223
-1.318435519017875,-0.7943866412038261,-0.4515323503146658,-1.8177255643934964,0.16101451847046647,-0.4303487235976264,-0.7225240448549479,-0.6480924578106673,0.0844546951806911,-0.5900550851191754,-1.1077780910652435
-0.34291759154764323,-0.6758525969305366,0.005118532884898552,-0.8700719082173469,0.16101451847046647,-1.269413086046745,-1.23476413352223,-0.17811454250780448,-0.400265737745614,-0.3015764336263937,-0.8997413208593329
-0.7181167944208093,1.102158067168809,-1.3648341167137947,-0.6331584941733099,0.16101451847046647,-0.07074971111943275,-0.21028395618766596,0.4932824793535026,1.134682299854354,-0.6862146356167697,-1.0037597059622883
-0.1928379103983767,0.7169224232806177,-1.3648341167137947,-0.3962450801292725,0.3059851784321228,-0.78994773607582,-1.021330763244196,-0.04383513813555798,0.4076016504648945,-0.3015764336263937,-0.5876861655504652
-1.0182761567193417,0.8947234896905524,-0.9652645939141757,0.5514085760468764,0.813382488297919,0.2888493013587609,1.7959897244258551,-0.4466733512522975,0.16524143400174374,-0.7823741861143639,-0.2756310102415992
-0.8681964755700752,0.9539905118271973,-1.3648341167137947,0.7883219900909139,1.9731477679911686,0.8881809888224169,-0.1249106080764523,0.09044426623676306,1.0538955610333014,-0.4938955346215822,0.24446091527317917
-2.14387376533884,-1.20925579616034,0.062199893284844154,-0.8700719082173469,1.8281771080295124,-0.19061604861216397,0.43001615464643655,-0.5138130534384208,0.4076016504648945,-0.6862146356167697,-1.2117964761682005
-0.1928379103983767,0.4502208236657156,-0.5656950711145569,0.5514085760468764,0.5959264983554345,-1.389279423539476,-1.0640174372998026,0.6947015859119469,0.730748605749098,-0.2054168831287994,0.45249768547909164
0.03228161132552281,-0.853653663340471,0.23344397448468096,-0.159331666085235,-0.8537801012611269,-0.19061604861216397,-0.42371732646570015,0.22472367060900958,-0.8041994318508665,1.0446572733399249,-0.6917045506534223
0.557560495347956,0.5094878458023605,0.34760669528457183,1.4990622322230254,0.7408971583170908,0.2888493013587609,0.2592694584240092,0.7618412880980702,-0.5618392153877158,-1.0708528376071467,-1.1077780910652435
-0.9432363161447088,0.8650899786222299,-1.2506713959139035,-0.8700719082173469,-2.0135453809543766,-1.1495467485540136,-1.23476413352223,-0.17811454250780448,1.215469038675403,-0.9746932871095524,-0.8997413208593329
0.48252065477332184,-1.3870568625702748,1.6033966240833744,-1.3438987363054213,2.5530304078377943,-0.3104823861048952,-0.1249106080764523,0.29186337279513286,-0.6426259542087648,-0.3977359841239879,-0.8997413208593329
-1.2433956784432412,-0.7351196190671812,-0.05196282751504689,-1.3438987363054213,-0.8537801012611269,-1.1495467485540136,-1.1920774594666232,-0.4466733512522975,0.0844546951806911,-0.5900550851191754,-1.2117964761682005
-1.8437144030403074,-1.268522818296985,0.7471762180841908,-1.8177255643934964,-0.27389746141450255,-0.3104823861048952,2.393603161204351,-0.7152321599968651,-0.0771187824614106,-0.3977359841239879,-1.2117964761682005
0.557560495347956,0.805822956485585,0.11928125368478976,-1.1069853222613844,-0.27389746141450255,-1.269413086046745,-0.7225240448549479,0.42614277716737936,-1.4504933424192734,1.1408168238375191,-1.2117964761682005
-1.0933159972939754,-0.023915353427442974,-1.1365086751140123,0.07758174795880249,-0.6363241113186424,-0.78994773607582,-1.0640174372998026,-0.5809527556245441,0.5691751281069962,0.08306176836398335,-1.0037597059622883
-1.0933159972939754,-0.14244939770073278,-1.1365086751140123,-0.159331666085235,-0.7088094412994705,-1.0296804110612825,-1.1067041113554095,-0.6480924578106673,0.48838838928594713,0.1792213188615776,-1.0037597059622883
-0.34291759154764323,-0.08318237556408788,-0.5086137107146114,1.4990622322230254,2.3355744178953097,2.2067107012424603,1.4118096579253938,-0.6480924578106673,-1.2889198647771716,0.08306176836398335,-0.1716126251386439
1.60811826339282,-0.6165855747938916,1.8888034260831017,2.9205427164872493,-0.5638387813378143,-1.269413086046745,-1.2774508075778368,0.42614277716737936,-2.3391474694508307,0.08306176836398335,-0.7957229357563775
-0.1928379103983767,0.3909538015290707,-0.3373696295147747,0.3144951620028389,-0.1289268014528462,0.2888493013587609,0.6007628508688639,0.6947015859119469,0.8115353445701505,-0.3015764336263937,-0.3796493953445545
-0.5680371132715427,-0.7943866412038261,0.4046880556845175,0.5514085760468764,-0.27389746141450255,-0.6700813985830888,0.2592694584240092,-0.17811454250780448,0.6499618669280489,-0.7823741861143639,-1.0037597059622883
0.557560495347956,-0.7351196190671812,0.9184202992840276,0.07758174795880249,0.0885291884896383,0.5285819763442233,0.5153895027576503,1.030400096842563,0.8923220833911997,0.1792213188615776,-1.2117964761682005
-0.4179574321222762,-0.023915353427442974,-0.4515323503146658,-0.6331584941733099,0.5234411683746073,-0.3104823861048952,-0.21028395618766596,0.22472367060900958,0.4076016504648945,-0.013097782133610904,-0.8997413208593329
-0.7931566349954423,1.2503256225104211,-1.0794273147140667,-0.3962450801292725,0.23349984845129465,-0.19061604861216397,0.6007628508688639,0.09044426623676306,0.48838838928594713,-0.4938955346215822,-0.5876861655504652
-0.4179574321222762,-0.023915353427442974,-0.7369391523143936,-1.580812150349459,0.0885291884896383,-0.4303487235976264,-0.03953725996523862,0.22472367060900958,0.730748605749098,-0.3977359841239879,-0.7957229357563775
-1.0933159972939754,1.0725245561004864,-0.9652645939141757,-1.3438987363054213,-0.1289268014528462,-1.0296804110612825,-1.0640174372998026,-0.17811454250780448,0.8923220833911997,-0.3977359841239879,0.34847930037613445
0.9327596982211221,-1.20925579616034,1.8888034260831017,-0.3962450801292725,-0.27389746141450255,1.487512676286073,1.0703162654805392,0.29186337279513286,-0.400265737745614,1.6216145763254903,0.34847930037613445
-0.26787775097300964,0.6280218900756503,-0.9081832335142304,-0.6331584941733099,-0.1289268014528462,0.049116626373298465,-0.5517773486325206,0.15758396842288633,-0.0771187824614106,-0.7823741861143639,-0.8997413208593329
-0.26787775097300964,0.8650899786222299,-0.05196282751504689,-0.159331666085235,0.7408971583170908,0.2888493013587609,2.393603161204351,-0.17811454250780448,-0.0771187824614106,-1.3593314890999295,-0.8997413208593329
-0.26787775097300964,0.9836240228955191,-0.1090441879149925,-0.6331584941733099,0.4509558383937792,0.4087156388514921,2.308229813093137,-0.24525424469392773,-0.15790552128245966,-1.3593314890999295,-0.8997413208593329
